    0.278361028572793590E+01    0.664992903012050607E+00   -0.594133995301898494E+02
    0.254955656590415458E+01    0.362327732473092867E+01   -0.580883827006517848E+02
    0.253372102975845337E+01    0.436000734567642212E+01   -0.578406097747515275E+02
    0.297463864932021105E+01    0.281141301464071514E+00   -0.577475561396531418E+02
    0.331775643196165682E+01    0.149673661584322881E+00   -0.577044337749910312E+02
    0.254050642251968384E+01    0.482731729745864868E+01   -0.575915854667478868E+02
    0.291170688644279263E+01    0.468048945717080833E+00   -0.575280104475486667E+02
    0.286043047904968262E+01    0.675305724143981934E+00   -0.574836139446768470E+02
    0.310862111846025568E+01    0.436939984818911142E+01   -0.574227121983690125E+02
    0.265327811241149902E+01    0.240683078765869141E+01   -0.573613711660851706E+02
    0.333002686500549316E+01    0.191266238689422607E+00   -0.573368467278985889E+02
    0.313709525243881249E+01    0.412821059565308168E+01   -0.572526352831150618E+02
    0.256668648322966808E+01    0.432955635226493296E+01   -0.572008150957516577E+02
    0.294626319497669309E+01    0.435712747137526502E+00   -0.571089205220245333E+02
    0.259660793871930107E+01    0.358311920990747534E+01   -0.570450672935411376E+02
    0.301900133152178807E+01    0.472017050199957744E+01   -0.569778168936075815E+02
    0.326202652974387064E+01    0.192523841675370566E+00   -0.569315380862838154E+02
    0.258862307248805035E+01    0.401147220516294745E+01   -0.569145138560401804E+02
    0.309262254618600751E+01    0.423467327066327925E+01   -0.567974528925165174E+02
    0.325805577476329722E+01    0.306303554073104545E+01   -0.567172850157262616E+02
    0.267398455949911718E+01    0.249167342665541369E+01   -0.567118769911446208E+02
    0.342989105286584639E+01    0.694693004903798039E+00   -0.566913995538225208E+02
    0.263749096296566776E+01    0.310794022663174418E+01   -0.566533813355121794E+02
    0.341279875668603960E+01    0.136816784420818172E+01   -0.565371745010073781E+02
    0.318201768359442738E+01    0.354913739844749365E+01   -0.565254055740724866E+02
    0.342197963406283812E+01    0.109765014372157599E+01   -0.564990890058775790E+02
    0.342406269480607328E+01    0.923390925329912071E+00   -0.564937460184842450E+02
    0.322813179647400261E+01    0.319085998346294009E+01   -0.564684592958360980E+02
    0.262279433092194303E+01    0.373023815424362093E+01   -0.564225905177040374E+02
    0.263178139925003052E+01    0.495699822902679443E+01   -0.564039280822919906E+02
    0.297123074531555176E+01    0.495777130126953125E+00   -0.563929153453325469E+02
    0.263727872083196235E+01    0.338565416734476665E+01   -0.563849940437360218E+02
    0.275148184336173696E+01    0.177539270845202357E+01   -0.563710637337128730E+02
    0.263848338883961597E+01    0.499164413161691378E+01   -0.563658148513915052E+02
    0.262010522127902945E+01    0.402461838698954111E+01   -0.563509300703550053E+02
    0.265294613051416261E+01    0.319194822017299495E+01   -0.562499928151138704E+02
    0.263969218996738952E+01    0.481834113659974062E+01   -0.562367447550096529E+02
