    0.103596878051757824E+00    0.287271407842636117E+01    0.733397350311279395E+00   -0.396062636871670512E+07   -0.599146350544150419E+01    1
    0.105109304189682007E+00    0.232954404354095468E+01    0.583383092880249032E+00   -0.118950084645268484E+07   -0.599396350544151169E+01    1
    0.151898467540740961E+00    0.269473788738250741E+01    0.793952903747558669E+00   -0.101948431175323564E+07   -0.599646350544151474E+01    1
    0.150045996904373174E+00    0.280653772354125985E+01    0.512212667465209992E+00   -0.826377148260096204E+06   -0.599896350544151957E+01    1
    0.418839156627655029E+00    0.302778259515762338E+01    0.770172080993652419E+00   -0.798235467530053924E+06   -0.600146350544151552E+01    1
    0.208418452739715571E+00    0.299520555734634408E+01    0.517393121719360360E+00   -0.764447816874642856E+06   -0.600396350544151858E+01    1
    0.674698734283447177E+00    0.308684090375900277E+01    0.792424163818359450E+00   -0.732681093409872381E+06   -0.600646350544151630E+01    1
    0.390855914354324319E+00    0.304724470376968393E+01    0.672182283401489333E+00   -0.730337455177373835E+06   -0.600896350544152469E+01    1
    0.277760243415832497E+00    0.301045427322387704E+01    0.543137702941894562E+00   -0.660609072410692810E+06   -0.601146350544151886E+01    1
    0.442806911468505815E+00    0.291236499547958383E+01    0.732305393218994238E+00   -0.584187599381971988E+06   -0.601396350544150859E+01    1
    0.205701100826263417E+00    0.281941035985946664E+01    0.548745355606079177E+00   -0.583149900321087567E+06   -0.601646350544151520E+01    1
    0.357925796508789085E+00    0.294311401844024667E+01    0.699427995681762726E+00   -0.576153326959698927E+06   -0.601896350544151559E+01    1
    0.577637392282485895E+00    0.296946010589599618E+01    0.720757780075073295E+00   -0.562906051353036542E+06   -0.602146350544152753E+01    1
    0.488843721151351884E+00    0.287080577611923227E+01    0.771427307128906281E+00   -0.545464310544420965E+06   -0.602396350544153325E+01    1
    0.385505741834640481E+00    0.279114023447036752E+01    0.770803651809692458E+00   -0.521679559896800667E+06   -0.602646350544152298E+01    1
    0.233361279964447027E+00    0.298642776012420663E+01    0.375431547164917001E+00   -0.513362727784530667E+06   -0.602896350544150561E+01    1
    0.105780631303787231E+00    0.196777001619338998E+01    0.527764043807983474E+00   -0.489380492699443013E+06   -0.603146350544150955E+01    1
    0.126205539703369146E+00    0.274838171005249032E+01    0.785180664062500033E-01   -0.484360482509439287E+06   -0.603396350544152682E+01    1
    0.376526981592178345E+00    0.295756665468215951E+01    0.531610927581787185E+00   -0.484059984005749342E+06   -0.603646350544153165E+01    1
    0.180589962005615223E+00    0.252043793201446542E+01    0.690252265930175857E+00   -0.457835029388736177E+06   -0.603896350544152227E+01    1
    0.518831974267959573E+00    0.277742145061492929E+01    0.794875774383544953E+00   -0.451774727794000122E+06   -0.604146350544151556E+01    1
    0.133195853233337408E+00    0.279642937183380136E+01    0.824676609039306646E-01   -0.447593001809454174E+06   -0.604396350544152039E+01    1
    0.746693915128707864E+00    0.296744844913482675E+01    0.657061681747436621E+00   -0.442384507555809570E+06   -0.604646350544152966E+01    1
    0.499202018976211526E+00    0.306286571025848398E+01    0.416892490386962911E+00   -0.406435318019454426E+06   -0.604896350544152206E+01    1
    0.441392868757247925E+00    0.304816398620605478E+01    0.397616491317749066E+00   -0.403095730547942454E+06   -0.605146350544152156E+01    1
    0.271923077106475786E+00    0.273453274965286264E+01    0.537027273178100617E+00   -0.372165406520099612E+06   -0.605396350544152995E+01    1
    0.623595637083053544E+00    0.285697129964828500E+01    0.622343549728393564E+00   -0.359056198326819460E+06   -0.605646350544151790E+01    1
    0.461095297336578391E+00    0.289698145389556894E+01    0.472242460250854534E+00   -0.336450733173143584E+06   -0.605896350544151829E+01    1
    0.136348044872283941E+00    0.246869364976882943E+01    0.274273643493652353E+00   -0.329076277375860664E+06   -0.606146350544153112E+01    1
    0.486112767457962058E+00    0.295052299499511728E+01    0.417562541961669975E+00   -0.325827414195343212E+06   -0.606396350544153950E+01    1
    0.320446968078613281E+00    0.251671288013458261E+01    0.784916839599609450E+00   -0.313699722893316473E+06   -0.606646350544153368E+01    1
    0.455200845003128074E+00    0.262134191989898691E+01    0.750681982040405371E+00   -0.310679750253420265E+06   -0.606896350544153407E+01    1
    0.365788459777832031E+00    0.263260469436645517E+01    0.666778097152709970E+00   -0.308895543869213259E+06   -0.607146350544153712E+01    1
    0.756647413969039895E+00    0.289210054874420175E+01    0.555590448379516655E+00   -0.308494795202335052E+06   -0.607396350544151886E+01    1
    0.767625886201858454E+00    0.300014153718948373E+01    0.428346834182739278E+00   -0.294814038206013443E+06   -0.607646350544150149E+01    1
    0.218309950828552257E+00    0.285975614786148080E+01    0.196260700225830087E+00   -0.271072116298516688E+06   -0.607896350544150277E+01    1
    0.423072731494903542E+00    0.303615359067916879E+01    0.232260522842407252E+00   -0.267671640434811299E+06   -0.608146350544151737E+01    1
    0.784883332252502397E+00    0.306859312057495126E+01    0.327232227325439495E+00   -0.266136174614007061E+06   -0.608396350544153197E+01    1
    0.550618749856948808E+00    0.307073191404342660E+01    0.253523120880126962E+00   -0.264922645148667973E+06   -0.608646350544153236E+01    1
    0.156057858467102045E+00    0.283927372694015512E+01    0.130789375305175783E-01   -0.263548729154040397E+06   -0.608896350544152032E+01    1
    0.215085911750793446E+00    0.268924221992492685E+01    0.328474531173706064E+00   -0.259780784080684243E+06   -0.609146350544151804E+01    1
    0.272061723470687855E+00    0.248381648063659677E+01    0.662122116088867285E+00   -0.256441679643494630E+06   -0.609396350544151844E+01    1
    0.278709906339645375E+00    0.258149269819259652E+01    0.535398778915405327E+00   -0.249527370574190107E+06   -0.609646350544151083E+01    1
    0.219397217035293579E+00    0.260255179405212411E+01    0.405736742019653374E+00   -0.246412225943560625E+06   -0.609896350544150234E+01    1
    0.153683304786682129E+00    0.220664844512939462E+01    0.607898292541503960E+00   -0.240643230099428183E+06   -0.610146350544149918E+01    1
    0.656246584653854326E+00    0.297233901023864755E+01    0.335276279449462922E+00   -0.240454476386055088E+06   -0.610396350544150579E+01    1
    0.714566344022750766E+00    0.278045914173126230E+01    0.544067964553832994E+00   -0.239649913577399682E+06   -0.610646350544152394E+01    1
    0.692979234457015925E+00    0.262968430519104013E+01    0.715724000930786142E+00   -0.238457137429317838E+06   -0.610896350544153233E+01    1
    0.793052619695663430E+00    0.280823180675506601E+01    0.527146587371826181E+00   -0.234412344428932091E+06   -0.611146350544151318E+01    1
    0.346770000457763627E+00    0.293185982704162607E+01    0.198059949874877961E+00   -0.216476737408948917E+06   -0.611396350544150202E+01    1
    0.741805952787399248E+00    0.302738544940948495E+01    0.266125974655151365E+00   -0.213798362169097149E+06   -0.611646350544151840E+01    1
    0.392825460433959939E+00    0.261516801118850717E+01    0.534677228927612380E+00   -0.213118734429825185E+06   -0.611896350544151613E+01    1
    0.387751162052154541E+00    0.291125169992446908E+01    0.220605478286743178E+00   -0.204128198308666411E+06   -0.612146350544151030E+01    1
    0.139025717973709106E+00    0.236680511236190805E+01    0.196139774322509786E+00   -0.203257100398648559E+06   -0.612396350544150803E+01    1
