    0.361903201651985085E+00    0.181969612988327878E+01    0.370880556424538821E+00   -0.566847537411570102E+03
    0.353667398372660036E+00    0.189486033746879112E+01    0.259903646492873563E+00   -0.566615916768200464E+03
    0.359736792834600139E+00    0.185751698401622134E+01    0.298768531697660433E+00   -0.565853414862411000E+03
    0.356719178444852791E+00    0.168875664268870040E+01    0.640980145970326154E+00   -0.565251396523262429E+03
    0.358805426555713458E+00    0.159709756377131895E+01    0.777958283062785028E+00   -0.565066227325718955E+03
    0.360791880024530887E+00    0.179791116126154549E+01    0.402968606803715046E+00   -0.565051305319208836E+03
    0.354236126870484336E+00    0.186620455169106081E+01    0.283616489583909337E+00   -0.565044132956914837E+03
    0.350931955906682802E+00    0.158811866792168210E+01    0.779604832523873137E+00   -0.565023593649429131E+03
    0.353595888423487215E+00    0.158237942758055317E+01    0.785536225040965763E+00   -0.564994313805875322E+03
    0.363079268103993935E+00    0.162370153763994018E+01    0.711745945332999397E+00   -0.564902179717424701E+03
    0.360897656987262172E+00    0.158426307972676805E+01    0.789207440263105853E+00   -0.564786203704517106E+03
    0.351558537954053785E+00    0.179322089739088053E+01    0.399503356287847999E+00   -0.564713953571974798E+03
    0.356984100344420519E+00    0.215369899402664933E+01    0.220578754803960678E-01   -0.564709181746647232E+03
    0.352128842519071283E+00    0.176817966153053230E+01    0.441433358491984118E+00   -0.564680830183850048E+03
    0.361007312479862841E+00    0.202896319514112955E+01    0.912447078657792621E-01   -0.564548401978858124E+03
    0.353113573667407143E+00    0.165330244543315930E+01    0.651291725013456890E+00   -0.564498138072087727E+03
    0.360148567382218232E+00    0.196740357746014505E+01    0.171238555543520077E+00   -0.564434134740327522E+03
    0.362255185394496082E+00    0.197236214549900657E+01    0.163819546474601591E+00   -0.564410833477561027E+03
    0.357443407716680817E+00    0.174730428095343004E+01    0.534525482206733238E+00   -0.564257572496199032E+03
    0.362747030167467455E+00    0.177383333355757378E+01    0.435956202974962181E+00   -0.564256698198139134E+03
    0.354740327878964479E+00    0.193765249416979879E+01    0.204334059427738884E+00   -0.564202805741488191E+03
    0.352283615770768277E+00    0.181831246267874236E+01    0.362713368267232106E+00   -0.564189475506574013E+03
    0.354775039625117472E+00    0.198814218207770299E+01    0.131708997084250240E+00   -0.564184329503907520E+03
    0.362093950171254342E+00    0.204803161968332281E+01    0.736785867724752130E-01   -0.564156551431681351E+03
    0.362677344855685146E+00    0.207603137940691163E+01    0.477387271919051948E-01   -0.564142177090017981E+03
    0.362500467189260989E+00    0.182144835435340502E+01    0.362903748715537100E+00   -0.564062824624523955E+03
    0.359292460273018421E+00    0.207995273078055609E+01    0.366645123917056365E-01   -0.564028105734675478E+03
    0.354667659369139909E+00    0.201512120704886755E+01    0.101739433154887177E+00   -0.564014297300365570E+03
    0.361325688672082590E+00    0.203690487381359642E+01    0.839180773021803855E-01   -0.563972106241261486E+03
    0.362504754892690961E+00    0.207041691162412045E+01    0.540011841292456843E-01   -0.563902155711276464E+03
    0.361697545056659964E+00    0.164459931049763375E+01    0.673977979369582925E+00   -0.563895200771991199E+03
    0.354397049894849769E+00    0.181785145358979072E+01    0.353992706948254743E+00   -0.563857477705552583E+03
    0.362092463256300290E+00    0.182310539928205806E+01    0.355709723760191721E+00   -0.563823653628494185E+03
    0.352132980617897218E+00    0.208512462272383781E+01    0.306479357740384109E-01   -0.563773548817631877E+03
    0.352876810899396487E+00    0.170830041418989476E+01    0.534321539931546852E+00   -0.563658270000751031E+03
    0.352209749761523194E+00    0.202702300675487201E+01    0.906719657513967436E-01   -0.563643483180667090E+03
    0.358481777702242099E+00    0.176027827580216778E+01    0.513909030314341764E+00   -0.563641019215513893E+03
    0.361706833882190937E+00    0.199746607413666633E+01    0.128654313690072408E+00   -0.563557717184234320E+03
    0.352338443798532075E+00    0.181189677458559562E+01    0.364987179997089406E+00   -0.563531421329235286E+03
    0.360665071553786798E+00    0.160217965347722791E+01    0.764422878197374867E+00   -0.563520037569996589E+03
    0.352278891337688860E+00    0.162259917080423954E+01    0.702306146661644370E+00   -0.563508578378909306E+03
    0.353027722095354601E+00    0.159638064558073212E+01    0.757109837045636835E+00   -0.563502938514199968E+03
    0.352264755371491489E+00    0.177304993129086652E+01    0.431457269508012331E+00   -0.563440817699627814E+03
    0.362123782264207716E+00    0.166124498369127638E+01    0.634738962704078036E+00   -0.563427507375144842E+03
    0.352286020648643894E+00    0.184635473904797154E+01    0.315019493775245574E+00   -0.563381254184489080E+03
    0.353365616296174023E+00    0.179392598441151563E+01    0.391372151737671592E+00   -0.563345378585946833E+03
    0.355072409561002944E+00    0.201740630770827112E+01    0.110634529254632172E+00   -0.563341257339757931E+03
    0.352243146842617816E+00    0.170616128494640984E+01    0.545305346691641657E+00   -0.563304333883854042E+03
    0.361241926607528296E+00    0.175643095819212602E+01    0.467153800978257094E+00   -0.563298158599942781E+03
    0.361320303289822009E+00    0.172244814915217259E+01    0.517060919134078589E+00   -0.563296005311862586E+03
    0.359680020341320295E+00    0.169533143265261810E+01    0.575936227242136778E+00   -0.563285143749165627E+03
    0.358756877252810136E+00    0.205288105375335173E+01    0.747475603386128229E-01   -0.563278846158589090E+03
    0.352091164989546956E+00    0.195996802180245755E+01    0.168204780893993072E+00   -0.563264333226287931E+03
    0.352416190473350932E+00    0.176221481817456205E+01    0.443574133147007721E+00   -0.563250464609481696E+03
    0.360398702865051157E+00    0.158947522227642879E+01    0.778751578316095205E+00   -0.563227963430853492E+03
    0.357063827593690708E+00    0.198427992129333086E+01    0.190463630661620253E+00   -0.563215046666796979E+03
    0.360651686455554232E+00    0.204041147323614025E+01    0.875264365231096658E-01   -0.563186589646558218E+03
    0.357010304886906882E+00    0.172852264729534899E+01    0.568808611333984415E+00   -0.563176129388330764E+03
    0.352131907913619480E+00    0.168751498628003915E+01    0.577884115209479909E+00   -0.563174715167122486E+03
    0.356839331575800389E+00    0.209837142650284170E+01    0.644303573701710819E-01   -0.563155637857605711E+03
    0.352255593082814844E+00    0.194933786905954332E+01    0.183271716395825041E+00   -0.563128124201250785E+03
    0.352204313829176385E+00    0.160251809941999701E+01    0.749741793481617069E+00   -0.563071824276322786E+03
    0.361880105177446731E+00    0.180250133790748590E+01    0.388609200482172790E+00   -0.563068996980899442E+03
    0.352291904523467037E+00    0.179410733206004691E+01    0.393942938347779936E+00   -0.563051843061525688E+03
    0.355522496018460088E+00    0.193028650389137302E+01    0.201750903398562387E+00   -0.563044921085852934E+03
    0.354140842805268807E+00    0.183843060687842508E+01    0.335617095219076678E+00   -0.563019835204404217E+03
    0.360023941675591153E+00    0.180442538283642095E+01    0.390695170013422244E+00   -0.563013152547110622E+03
    0.359434420302680135E+00    0.189055455338619094E+01    0.266984415441686995E+00   -0.563006578361616107E+03
    0.360743501284741197E+00    0.160139803185584650E+01    0.753775435350785616E+00   -0.563004048395966493E+03
    0.354208206501302580E+00    0.165991440718492678E+01    0.638444362063833926E+00   -0.562992396283595781E+03
    0.352393133085649790E+00    0.164610776104315537E+01    0.659667002740792152E+00   -0.562977052912214162E+03
    0.359886054041832937E+00    0.200892323474092693E+01    0.121973805418796669E+00   -0.562976363412653541E+03
    0.354568047759452609E+00    0.158780431901530683E+01    0.776139403433271702E+00   -0.562934657305356723E+03
    0.357829312039577796E+00    0.196815649674940163E+01    0.222877333255796034E+00   -0.562927377458943965E+03
    0.353350464939324649E+00    0.171182434519560989E+01    0.538409692850218335E+00   -0.562907333001003167E+03
    0.361717394310295481E+00    0.159336413816838185E+01    0.779162814396288983E+00   -0.562843906306956114E+03
    0.352355514420793936E+00    0.166715386284976375E+01    0.615805550238917254E+00   -0.562837034195234423E+03
    0.352543981137096729E+00    0.196125698861651276E+01    0.166215652583800777E+00   -0.562830168319811605E+03
    0.361286740057244593E+00    0.202089920325711292E+01    0.107395038885728072E+00   -0.562827808496868329E+03
    0.360621004077425367E+00    0.167164322564080825E+01    0.609481050005910019E+00   -0.562827436964785306E+03
    0.360461048298123865E+00    0.200698936810004591E+01    0.123710555030466879E+00   -0.562827189948194246E+03
    0.352624686595159220E+00    0.162002412231866644E+01    0.708981915123533812E+00   -0.562803359903453725E+03
    0.353790778542231288E+00    0.201093032793736493E+01    0.107701483063195255E+00   -0.562801135157567387E+03
    0.353254729488943098E+00    0.167757389121288147E+01    0.601326235232839568E+00   -0.562788941049211871E+03
    0.360853684793772667E+00    0.175571821412327278E+01    0.459767815331016794E+00   -0.562773855819306846E+03
    0.358948811594094308E+00    0.166976067684104557E+01    0.623850858100947092E+00   -0.562760994412867944E+03
    0.353421758170980316E+00    0.200554912064030244E+01    0.120716152345478625E+00   -0.562752204603836731E+03
    0.357602552649525673E+00    0.174191776177399404E+01    0.560775013899392549E+00   -0.562752175089841671E+03
    0.358110113805723551E+00    0.172086166408289554E+01    0.584678207963489460E+00   -0.562723340343708401E+03
    0.352477846497649128E+00    0.166622570549991278E+01    0.618745446460339465E+00   -0.562707714807398247E+03
    0.361636496759082826E+00    0.175164596663042071E+01    0.471099289334318327E+00   -0.562698777072271128E+03
    0.361621629477618112E+00    0.160852133053102841E+01    0.744103901934275225E+00   -0.562693350254409665E+03
    0.353598705412675351E+00    0.177032051984378214E+01    0.429599764136294304E+00   -0.562692922918066870E+03
    0.360275570164708236E+00    0.174389489470172565E+01    0.478278744543176204E+00   -0.562690610093119290E+03
    0.361590067492088774E+00    0.167441984041113479E+01    0.611027264958725946E+00   -0.562689307035804973E+03
    0.360838991724009683E+00    0.207672771222565489E+01    0.434821330665847924E-01   -0.562673395612246736E+03
    0.361364699686107627E+00    0.159233712720363929E+01    0.777337799672465524E+00   -0.562672418234380643E+03
    0.354463810842740257E+00    0.200340852704064787E+01    0.124788615254876847E+00   -0.562671993715969393E+03
    0.360688094393334713E+00    0.189709762986986119E+01    0.250095134545459064E+00   -0.562659483906502260E+03
    0.352616746960882854E+00    0.200856142619140288E+01    0.114639066281927854E+00   -0.562632835157702289E+03
    0.361541389759841181E+00    0.191990529757703654E+01    0.223842420036187900E+00   -0.562628192667117787E+03
    0.361360382300473737E+00    0.182568913887276429E+01    0.352170221795382932E+00   -0.562626832865086953E+03
    0.361514784204078343E+00    0.196035457289891091E+01    0.173766599206182870E+00   -0.562606909919577220E+03
    0.353184526265254872E+00    0.177497403960191025E+01    0.429750756857200766E+00   -0.562581914804917687E+03
    0.355775249397719429E+00    0.194220887541509724E+01    0.242449513548369522E+00   -0.562576108158731472E+03
    0.361273412933307059E+00    0.170559104212806867E+01    0.549033919762075162E+00   -0.562573486137159534E+03
    0.353935412232960878E+00    0.188502526691728489E+01    0.260867170703790452E+00   -0.562567021144225009E+03
    0.360382353306784808E+00    0.174993893894723573E+01    0.477672843048473350E+00   -0.562560442201408705E+03
    0.352781761097225144E+00    0.175644562284610917E+01    0.454196206276407888E+00   -0.562546592468556469E+03
    0.360307970128568633E+00    0.185950518810000354E+01    0.300469361202394702E+00   -0.562544995415135077E+03
    0.352694295494451304E+00    0.178710113403294146E+01    0.408073343317920112E+00   -0.562537804699553476E+03
    0.361208742223728341E+00    0.167485457477911237E+01    0.611509149317688072E+00   -0.562533817608646359E+03
    0.352877623415830066E+00    0.201134907916706984E+01    0.108741854836852878E+00   -0.562531168494448025E+03
    0.353324055630705458E+00    0.167964593759235070E+01    0.588831432155061507E+00   -0.562530258818279322E+03
    0.352608384724268475E+00    0.194492726010285688E+01    0.187787082978715714E+00   -0.562514698201176657E+03
    0.361470169657979623E+00    0.201719061668301514E+01    0.109623801520506950E+00   -0.562506418011127039E+03
    0.352963210629081092E+00    0.198211382381808754E+01    0.141558838549717431E+00   -0.562503605732737356E+03
    0.360806807006340047E+00    0.178266580890247095E+01    0.423283720328455682E+00   -0.562501637712605543E+03
    0.361319396445116237E+00    0.161634884730611939E+01    0.729578558118371356E+00   -0.562492939041407340E+03
    0.358813475287332762E+00    0.186969987371451696E+01    0.294747581843438966E+00   -0.562453074904536038E+03
    0.353673367812078920E+00    0.190273244498290306E+01    0.245193155030771076E+00   -0.562452865226339213E+03
    0.360560524214955991E+00    0.204547784391543797E+01    0.812167351069859045E-01   -0.562449640094373649E+03
    0.353132608735479137E+00    0.203048852566202731E+01    0.921356781501152938E-01   -0.562435538742611357E+03
    0.352848076582017778E+00    0.163299107234720875E+01    0.682652930970455873E+00   -0.562425556449190708E+03
    0.359656834573419681E+00    0.161188618167601372E+01    0.741852135656043243E+00   -0.562406663386568766E+03
    0.359809119274391742E+00    0.183073043499060883E+01    0.340880711394160041E+00   -0.562405701607106948E+03
    0.353956040619710643E+00    0.202554420430205218E+01    0.921929913411463908E-01   -0.562405612085794132E+03
    0.356027122824770892E+00    0.212794611094962915E+01    0.444507845114385930E-01   -0.562404443704431060E+03
    0.361358231233263161E+00    0.173989892679494385E+01    0.490147089869317820E+00   -0.562396486720261123E+03
    0.353500572706957783E+00    0.183876971530297761E+01    0.325781545106882287E+00   -0.562394525252363678E+03
    0.352750240608769361E+00    0.173027779200614518E+01    0.501390756058556097E+00   -0.562371744517025377E+03
    0.360900206930636624E+00    0.165586339403508909E+01    0.642455576845104681E+00   -0.562351515843037987E+03
    0.359646298637153805E+00    0.183790376921060750E+01    0.330220830221263917E+00   -0.562351221067679376E+03
    0.352742217487741594E+00    0.202371759812414220E+01    0.971241050043928217E-01   -0.562348082150744972E+03
    0.361054817433916098E+00    0.160260898401760254E+01    0.754261310564611542E+00   -0.562338441642828684E+03
